label	text_a
1	讲的很细致，知识点明了
1	很好，很棒，嵩天来时讲的很容易理解从基础上面了解了语言，老师布置的作业全部完成，对语言了解更加透彻
1	知识和例子结合的特别好
1	讲的非常好，学到了很多知识
1	节奏、实例合适，练习很棒！
1	老师讲得非常好，我的收获很大。
1	课堂内容注重基础，反复复习，对入门新手很友善
1	老师讲的特别好，详实有趣
1	还是不错的，细致呢
1	深入浅出，浙大计算机早有耳闻，算是不负盛名，老师很棒。
1	学会了的基础操作，更深层次的了解
1	内容课程很丰富
1	课程设置非常好，案例也比较有趣
1	老师讲的很清晰，每周的直播答疑也很细致耐心。
1	老师讲得很详细，内容也很全面。
1	平台好！老师讲得也好！
1	讲解十分通俗易懂，比在课室上课时的枯燥内容好多了！
1	不错的课程，老师讲解的也很详细
1	老师讲的非常好，简单易懂
1	老师教的很好】
1	嵩天老师的课程让我爱上了编程
1	讲解挺详细的小白福利
1	老师授课认真详细，循序渐进，对有了大体认知，以及关于的系统环境和数值数据等基础知识有了一定了解。
1	真的真的还不错
1	课程操作性很强，赞一个。
1	条理挺清晰的
1	老师上课栗子多，很容易理解
1	很好，体验不错
1	基础语法，穿插有意思的实例，渗透编程思维
1	对初学者很友好
1	非常好，能学到有用的东西。
1	学到了很多知识，还有马钊博士的清晰的思维方式让我收获颇多
1	实践性很强，适合初学者
1	是我上课之余的完美补充结合，可以查漏补缺，非常赞。
1	很不错的法律实务课程
1	从原来的一窍不通到现在可以说是基本入门了
1	好非常优秀的一个
1	经过学习发现挺有趣的，感谢这么有魅力的老师授课！
1	我感觉这个课程真的设计得好好
1	讲授认真，通俗易懂，赞
1	数据结构这课还是得多动手
1	感觉发现了新大陆
1	很棒，真的很棒
1	讲解非常生动有趣。
1	老师讲课很好，资料资源也很全面！
1	好棒，容易理解
1	真的超级有用
1	风趣幽默，逻辑清晰，通俗易懂
1	很好，就如进入界面那句话—好的大学，没有围墙，感谢慕课提供的这样一个平台
1	陈老师讲得深入浅出，生动、逻辑性强！
1	老师讲课思路清晰，基础也容易跟上，非常棒
1	刚开始学，比较适应。
1	可以很好的复习和巩固
1	老师教的特别棒
1	非常好的课全是干货谢谢老师
1	很好，讲得很好！
1	内容通俗易懂，很适合小白，嵩老师很是帅气哦，很喜欢
1	如果想学办公软件，强烈建议该课程，讲的很细很透彻，还有例子设置，很棒的课程。
1	老师讲得很好哇
1	很适合新手入门的课
1	感受非常好。
1	这讲的也太好了吧！
1	用心准备课程和念概念的老师讲出来的课是有区别的，希望老师能坚持下去，做出更加新颖有效的课程
1	之前学习过基础课程，现在在听一次巩固巩固挺好的
1	能够了解语言，初步编写小程序
1	苏小红老师讲的相当好
1	翁恺老师讲的很好。很细致！
1	适合小白，理论和实践相结合的学习方法很好
1	挺好的，知识点很详细
1	老师讲的很详细！
1	老师授课方式特别适合我，有讲解，有示范，很好！
1	好啊，真的好啊
1	讲的很好，适合新手入门
1	挺好的鸭，喜欢
1	通俗易懂，现在还能理解！谢谢老师们
1	学习课程收获很大
1	好，讲得很基础，很明白，适合初学者
1	可以很好的学习知识
1	课件容易理解，并且习题难度很适中
1	通过本门对课程的学习掌握了语言的基础知识，为以后的学习打好了坚实的基础
1	精致，课上详细，课下练习合理，老师令人敬佩，谢谢
1	老师讲解很清晰，学会了很多东西
1	很详细基础很棒！
1	撰写的很好，内容安排合理，课程讲解清楚，能再多一些理论练习题、操作练习题就更好了！
1	老师讲的很实用，对提高工作效率有帮助！
1	老师讲解的十分棒
1	知道了数据的维度，了解了不少有关数据分析及可视化的知识
1	课程内容由浅入深，即使是初学者也能很快用老师讲解的方法搭建出神经网络，五星好评，强烈推荐！
1	很细致，让我从头到尾增长了编程的能力
1	感觉很不错，讲的很细
1	这个课程太棒了，非常喜欢
1	老师的讲课思路清晰，由浅入深，循循善诱。非常棒
1	这门课很实用
1	大学计算机你学的虽是基本，但学会了很多
1	课程完善，贴近实用。
1	很棒！老师讲的很详细
1	课程讲解详细，对于入门来说是很好的选择
1	最早的完美教程，感觉第一版效果最好。
1	老师讲得很棒哇，希望有进阶课程！
1	老师讲解细致，认真！
1	老师讲的非常好，讲的很详细，受益匪浅，深入浅出，能够带领学生们了解，熟知，掌握和运用知识
1	北大的老师是真的棒，配合代码的讲解更加的浅显易懂，非常值得学习
1	老师的代码对我启发很大
1	课程教学清晰明朗，十分受用！
1	简单易懂有趣
1	简单易入门，思路很清晰。希望能有相关作业练习
1	很好非常不错
1	非常的不错，强力推荐。
1	以通俗的逻辑进行讲解，由外至内逐层了解便于举一反三，对于有无基础都可以接受
1	细致,易于理解.
1	更好的从宏观的角度理解了网络世界架构
1	课程很好，清晰准确，由浅入深，赞
1	其实我觉得老师讲的挺好，我有基础所以说觉得不是很难
1	陈越老师的讲解，引人入胜！
1	讲的挺清楚的，适合入门
1	讲得太好了，生动活泼，浅显易懂，学得很明白
1	特别喜欢这个老师讲的课，容易明白，讲的很细致
1	老师讲的非常透彻，但是又不死板，听过很多课，但是从翁恺老师这里找到了对编程的兴趣，谢谢老师！
1	感觉很不错的一门课
1	老师讲的很棒，每一句话都蕴涵知识点，建议反复观看！
1	老师讲的特别细致，很好
1	第二次学习了，每次学习都有新的收获和体会，老师讲的也很好，推荐。
1	一个字，好！
1	利用寒假期间学习了图像处理的一些知识，老师讲得可以，收获挺多的
1	老师很棒，讲得很清楚
1	清楚易懂，适合初学者！
1	非常好，老师讲的深入浅出
1	林老师的信息量大，语言精炼，讲解清楚，太好了！
1	都恩师了，哈哈
1	课程非常棒，容易理解，容易学历。
1	特别好特别有用
1	讲授清晰，涵盖丰富
1	继续努力学习！
1	专业性强，通俗易懂。老师会提供很多拓展资料来补充知识。
1	非常详细，适合用于课后复习和补漏
1	非常棒的课程，感谢老师
1	讲得太好了，没有之一。
1	嵩天老师讲课很好，受益匪浅
1	讲解深入浅出。
1	不错，讲的细
1	非常感谢老师！
1	非常好，非常有帮助
1	很好，满意。
1	在上学习为了给自己领域的专业软件打基础，感谢嵩天老师团队
1	对计算机有更深刻理解
1	课程深入浅出，非常引人入胜。能否得到视频的字幕。
1	内容充实，收获颇多。
1	受益很多。感谢平台！真心感谢
1	课件清晰，讲课流畅
1	非常好，十分实用！
1	老师讲得很清楚，化繁为简了
1	老师讲的通俗易懂，真棒
1	案例教学，讲解清楚，很喜欢！
1	不错很用心的课程
1	讲得很细致，很棒！
1	老师讲话好温柔！喜欢
1	很好！老师讲的比较详细
1	超级好，好的不得了，财大
1	条理清晰，易于理解
1	内容详实，老师讲课生动有趣。
1	这真是手把手一步一步来啊
1	深入浅出，非常好。
1	课下的补课很好
1	课程很好，适合零基础的
1	逻辑清晰，内容丰富
1	很棒！老师很棒！
1	很系统，循序渐进
1	也有很大的收获
1	激发了学习的兴趣
1	一盏明灯，照亮我们前程
1	讲的很好，很方便
1	都可以，棒棒的
1	不管从哪方面来说真的都很棒！
1	这门课教会了我计算机基础操作。
1	对初学者很友好，老师讲的生动清晰有条理，很喜欢。没上浙大，也能听浙大的课，真的太好了
1	课程内容丰富，容易理解，实践内容也很容易简单上手
1	棒棒，想考二级的小伙伴们，看这门课就够了。给嵩天老师点赞
1	非常好！由简入难，老师讲的津津有味~
1	生动清晰，内容明确
1	浅显易懂，十分有趣，非常喜欢翁恺老师的讲解！
1	思路清晰，结构严谨
1	满意，非常棒
1	老师讲的十分细致，非常适合学习
1	讲的很有结构性和逻辑性，有条理而不枯燥，理论与实际相结合（业务场景。
1	老师们都讲得很好
1	非常无敌好欸
1	讲的很好，我一个语言挂科的人毕业后听起来也觉得很舒服。
1	质量很高，受益匪浅
1	对工作帮助很大
1	讲解生动不枯燥，能耐心继续听下去
1	这老师讲的真的可以
1	不错，学习中
1	非常棒的学习过程
1	讲解清晰，通俗易懂
1	棒，姥姥和何老师都很棒
1	学到了很多，感谢老师。
1	感受深刻，值得学习！
1	很棒讲的详细
1	非常棒，我好喜欢
1	开眼界，涨知识，好教程
1	很棒的一门课，浅显易懂的讲解，很喜欢这个老师
1	让我这个几度放弃编程的人建立了信心。非常棒！衷心感谢！
1	课程内容安排合理，老师讲课思路清晰，是入门或了解大数据的很棒的课程
1	嵩老师的《语言程序设计，将理论与实践相结合的授课方式很好，使我受益匪浅。
1	老师课讲得超级好。
1	老师讲课的坡度很缓，很适合新手学习
1	这个课程比较严谨，由浅入深，推荐
1	老师说的很好，通俗易懂
1	史上最牛逼的课程，超级基础与详细！
1	能学到很多。
1	来之后看的第一个课程，然后就喜欢上了这个平台。
1	嵩老师的课真的讲的不错，深入浅出，当然自己的练习对学习编程才能更加有帮助
1	老师讲得很细致，课后练习题也很切合每次练习主题，感觉这门课程确实挺好！
1	学到很多有用的东西，很有用
1	这个课程超好
1	老师讲的话每句都是经典，而且事无巨细，知识点很全面，越听越喜欢，希望这样的老师越多越好。
1	超级棒的一门课
1	老师讲的十分详细，也很容易理解。
1	从到一整套,真的很不错,老师讲课通俗易懂,推荐.
1	老师讲的很棒！涉及知识很全面
1	讲解内容容易让人入门，即使是没有任何基础的人学习，只要认真听了，都能有一定的理解
1	老师讲的很好。比自己看书学习强太多了，效率高，问题是可以好过时间后可以反复的学习吗
1	生动形象，便于理解，一种美的感受
1	很棒这门课程
1	课程内容非常棒，陈老师讲课通俗易懂，也很有趣。我学到很多有用的知识、满满的干货，很受用。谢谢老师。
1	理论讲解实例练习很棒
1	嵩老师太棒了
1	喜欢陈斌老师的教学风格，不紧不慢，稳重；知识内容详细
1	课程很不错，内容全面详实。
1	很好的课很棒的老师
1	老师讲的很好！我这个超级小白听着很有意思！
1	很好老师讲的也很细
1	特别好，都是免费的。老师特别厉害
1	非常基础谢谢老师
1	我近期在学习爬虫，本课专门为爬取网信息而设，很对口，感谢！
1	收获挺多的，从一开始对的一窍不通，到现在的能够独立编写程序，成长挺多的，课程也不枯燥。
1	老师讲的非常详细，配合之前看书学习的基础，我会把老师讲的自己反复练习，深有体会！非常棒！
1	挺好的，有作业和练习，而且一周只需花，个小时就行了
1	太棒了吧这个
1	内容丰富，实用，老师讲的很通俗易懂。
1	小白很受启发
1	比较简洁易懂
1	很棒，老师认真，授课清晰
1	课程很不错我很满意。
1	千言万语都难以抒发的我感受，简而言之就是“好”
1	真的是很棒啊
1	实时练习，巩固了我已学的知识
1	丰富，小白专场尤其适合有一点点小基础，通过实际敲代码实现一个算法慢慢积累信心的人。
1	讲解清晰，配套的练习可以很好的提升自己
1	浅显易懂，作为编程小白来说也比较好理解~
1	讲解非常清楚，非常适合初学者
1	嵩老师我是你的粉丝
1	嵩天老师讲课非常好！墙裂推荐
1	知识改变命运，科技创造未来
1	非常好没问题
1	课程充实有内容
1	内容讲得容易易懂
1	教学内容大多数能听懂，老师讲的比较深入
1	思路清晰，语言有条理
1	很棒学到了很多东西
1	老师交的挺好，配套资料不错。
1	这学期因为课外实践要求需要学习大数据的基础只是,非常感谢老师的这门课,给我帮助很大.
1	老师的讲解非常生动，引人入胜，难度也适宜初学者
1	从来没接触过，有新鲜感
1	老师是真的好，就喜欢这种录屏式的讲课，清楚明了
1	初看此课程觉得不错
1	这篇课程打开讲了模型里的计算原理，很受用！
1	老师讲的非常棒，配合课后习题做效果更加！
1	挺好挺好挺好挺好挺好挺好
1	培养优秀的习惯，获得对基础的理解
1	别人的男神可能是王俊凯，亦或者是郑凯。而学了语言后，我的男神则是翁恺老师~
1	听了很多，对计算机二级考试肯定很有帮助！
1	老师讲的很好。由简入繁。要是能讲一下类和类的继承就好了。
1	这种方式的设计框架内容安排非常号
1	一个字，好；两个字，很棒；三个字，灰常耐斯
1	导师说得很清楚，对一些疑难点也说的很详细。
1	老师和蔼可亲
1	收获了很多知识，确实是一门不错的课程，很值得学习的
1	每一句都是深思熟虑后的表达，非常严谨。
1	讲的非常棒，入门极快
1	老师讲的很好，易于理解
1	课程清晰明了，希望能够提供常用指令表格便于索引
1	受益颇丰学会了很多知识
1	内容充实，讲解生动、具体。
1	好不错超级棒
1	老师讲的超级
1	嵩天老师讲课条理清晰、通俗易懂，课件简洁明了，特别适合初学者！五星好评！
1	内容清晰详细
1	感谢老师，受益匪浅！
1	不错，比较通俗易通
1	入门课程中的上品佳作！
1	还真挺不错的
1	受益颇深，感受良多感谢老师的讲解
1	感觉每个人有每个人的学习方法，我挺喜欢这个样子的，课上完可以再听其他老师的慕课回顾一下。
1	讲解非常细致，强烈推荐。
1	非常棒的课程，不愧是国家精品课！感谢老师们的辛勤付出！
1	嵩老师讲得挺好的，我能明白老师您所讲的大部分知识。
1	课程严谨，学习内容丰富。
1	学起来很有意思
1	非常喜欢，感觉能学到好多知识
1	感觉不错，继续观望
1	！很基础，老师讲的非常！
1	由浅及深，适合小白
1	帮助很大很有用
1	老师讲的很细致，初学者友好，感谢~
1	讲解细致，理论清晰明了，实战有趣实用。感谢老师们的辛勤努力！
1	只要坚持学，收获一直有
1	很好的课程，简单易懂
1	老师很棒，内容很棒，完美！
1	还是蛮不错的
1	一位幽默的老师，不仅学到了许多知识，还感受到了学习的乐趣。
1	每天坚持学习，长学长新，不断进步。学会了正好教学生学习。
1	学习完课程后感觉受益匪浅，陈老师讲的非常精彩，非常感谢陈老师
1	值得新手学习。
1	浅显易懂，适合入门者学习。
1	内容丰富，多彩
1	老师讲解非常详细，受益匪浅！
1	讲解的非常细致且有趣，而且给学员传授了一系列程序设计方法
1	非常好十分满意
1	终于把课程听完了，老师讲的很棒，后续还要自己加深学习
1	特别棒，老师讲的特别系统，学下来对爬虫有了一个清晰明了的概念
1	老师的讲解很通俗，结合着书本学习，很容易让小白学习，非常感谢
1	很不错的课程我很喜欢
1	我爱嵩天老师，讲的太好了，真的很有趣
1	讲解清楚明了，内容详实，很适合初学者学习
1	老师讲的很细致，收获很大
1	特别好非常有帮助简单易懂
1	制作精良，非常不错！建议加入面向对象的内容。
1	可以系统的学习知识，很棒！
1	辛苦了。非常的精彩
1	课程内容安排好。
1	涉及面广，适合入门
1	思路清晰，讲解透彻，实用性强。
1	本课程让我对平常接触到的网络现象有了更深刻的理解
1	真的好！非常详细地介绍了搭建神经网络的每一个步骤
1	讲得很好考试通过了~谢谢老师~
1	只希望越来越多像曹老师这样的课程，中华民族伟大复兴指日可待。
1	棒棒的继续加油！
1	非常好，学进脑子了
1	课程由浅入深，层层深入，值得推荐学习
1	课程内容组织很好，授课方法得当
1	目前还可以，推荐
1	课程很棒，老师讲解的很棒
1	翁凯老师讲的课真的饿超级喜欢，超赞！
1	老师的讲解非常专业、系统。深入浅出。
1	课程很好，老师的讲课思路很清晰。
1	有很好的实践性
1	简单实用，深入浅出
1	学到了许多产业数据处理的方法，不仅可以编辑程序，还可以解决实际问题
1	吐字与逻辑都非常清晰
1	老师讲的非常好，第二遍学习了
1	挺好的挺好的挺好的挺好的挺好的
1	为何不能分享给他人呢？
1	都挺好，感谢老师们的辛苦工作
1	真的很棒，很给力，希望自己坚持下去
1	很通俗易懂，适合新手
1	非常详细的课程，很适合入门
1	真的有很大提升
1	第二次学了，课程设计很合理，从实例入手再讲解语法，很好
1	老师讲的很棒，举的例子也很通俗易懂，强烈推荐！
1	嵩天老师很帅！
1	老师讲的非常不错，而且与老师交流也挺快，课程相当不错！
1	首先课程时长设置很合适，比较长的话很难保证一直注意力集中其次从实例出发对语句理解有很大帮助
1	简直超出预期，听了不下门网课，最棒没有之一！希望翁老师有更多其他的课程！
1	超级喜欢嵩天老师，
1	讲的通俗易懂，还是免费的，感谢老师的付出和同学在讨论区的积极讨论，让我学会很多。
1	真的是太可以了
1	实例生动，讲解通俗易懂。
1	老师和蔼可亲，知识点讲得非常透彻
1	嵩老师太帅了！课上的超有吸引力，娓娓道来，深入浅出，课件做的超棒！抠像绿箱反光，袖子上有点绿色
1	上课很自由可以根据自己的时间安排，老师也讲得很好
1	老师讲的很棒我好爱
1	感觉很方便老师讲的也挺好而且课时不长也就十几分钟真的能够学到东西
1	非常好，感谢老师的精彩授课
1	受益匪浅，老师讲得很好！
1	内容丰富，结合编程实践学起来很快
1	让我喜闻乐见
1	老师讲解的十分细致认真，认真学习下来掌握了不少编程相关的知识，可谓受益匪浅
1	是班级老师推荐
1	老师讲得非常仔细非常好
1	内容风趣，对我帮助很大
1	视频录制的特别好，老师讲解很清晰
1	感觉学习到了很多
1	老师细致耐心,通俗易懂,这种学习体验超棒的!
1	老师思路清晰，挺好的
1	课程内容简洁明了逻辑清晰很容易理解
1	前来还愿！绝对值得期待！
1	很喜欢本课程，学到的东西很多，很实用
1	题目很切合学习重点
1	我觉得这个真的整的很好
1	讲课清晰，内容充实
1	感觉课程易学简单容易上手而且老师的讲课非常详细，这个平台的功能也非常强大，非常喜欢
1	讲的十分棒！
1	教学讲解特别清楚
1	老师讲的非常好，喜欢，测试的安排也喜欢，主要是自己不熟悉的概念可以反复练习
1	简洁明了，练习适度，作为入门，很合适！
1	编程的思路和有不同也有不同，收获很大
1	老师，我爱你，谢谢你教我+
1	老师讲述的很清晰，觉得受益匪浅
1	真不错的都嗷！
1	学习过程中真的很愉快。
1	看视频学习，生动有趣。课后练习可帮助熟记知识
1	课程内容组织贴近实际工作需求，调动了学习积极性。
1	详细到位、生动有趣、示例详实准确，对小白非常友好！
1	老师讲解的特别清晰，而且习题也很好，很能考验变通思维，从此爱上
1	才学了两周，还需坚持
1	还好真的还不错
1	真好，真好，真的好
1	老师讲的内容简单易懂而且实用，棒棒哒！
1	啥也不说了，就是好！喜欢嵩老师！爱上编程！
1	内容量多，信息好
1	讲的很好，很细致，老师也很细心
1	老师讲解生动有趣！
1	还好吧，不错
1	真是太感谢了，感觉语言有救了
1	课程内容清晰，逻辑严密。
1	很好，有助于课外学习
1	让我懂得了更多的计算机知识
1	课程学习很方便
1	翁老师讲的真的很细，很全面，而且条理清晰，简单易懂
1	深入了解了工作原理，对大数据有近一步知识的扩充。
1	真不错，老师很好教学清晰
1	很棒，对大学生来说真的很有用
1	课程质量还是不错的
1	精辟，扼要，有趣味性
1	对自己很有帮助
1	老师讲的非常好，内容扎实、优秀
1	不错真的很好
1	老师很认真，学的很痛快
1	很好的课程，赞一个！
1	学到了很多东西！
1	老师没有废话，效率很好，喜欢
1	之前只是用玩这谢谢代码，现在感觉更清楚了，更系统了，那些东西也都有了自己的专属名字了
1	充实了网上课程
1	很好~很好~真心赞
1	实用的课程。
1	干货干得不行了！良心好课！法律人必备技能！
1	超级喜欢嵩天老师
1	真的特别好，学到了很多知识，有一些收获。
1	老师讲课细致
1	深入浅出十分精彩
1	老师讲的很有逻辑，内容充实，课程时间合理负担不会太重，作为初学者来说体验非常好！
1	讲解详细，好
1	学以致用,受用匪浅,谢谢!谢谢!谢谢!
1	浅显易懂，由浅入深
1	学到很多专业知识，也从小白变成了会写代码的人了
1	老师讲解仔细，内容充实，收获颇多
1	很不错，很清晰流畅，要点突出。
1	老师讲的很好，让我这类语言小白能够逐渐提上日程！
1	讲课详细，步步深入，并且注意教会学生一些小技巧！
1	老师讲的很好，希望我可以进步
1	课程设计的非常好
1	讲解清晰，实例有趣，学习到了很多知识
1	好，方便学习
1	老师讲解条理清晰，由浅入深，简单易懂。
1	棒棒哒，我们老师推荐的
